Usuario,Projeto,Bug,Merge,DiaDaSemana,TamanhoDescricao
4,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
4,2,False,False,Wednesday,80
12,2,False,False,Wednesday,44
13,2,False,False,Wednesday,0
12,2,True,False,Wednesday,0
13,2,False,False,Wednesday,103
12,2,True,False,Wednesday,12
4,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
6,2,False,False,Wednesday,27
4,2,False,True,Wednesday,0
4,2,False,False,Wednesday,0
4,2,False,False,Wednesday,0
4,2,False,False,Wednesday,0
4,2,False,False,Wednesday,27
13,2,False,False,Wednesday,44
13,2,False,False,Wednesday,166
4,2,False,True,Wednesday,0
4,2,False,False,Wednesday,85
13,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,True,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,101
13,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
4,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,False,Wednesday,7
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
4,2,False,True,Wednesday,0
13,2,False,False,Wednesday,0
12,2,True,False,Wednesday,0
13,2,False,False,Wednesday,44
13,2,False,False,Wednesday,0
6,2,True,False,Wednesday,0
12,2,False,False,Wednesday,44
4,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
6,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
4,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
6,2,False,False,Wednesday,0
12,2,False,True,Wednesday,0
4,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,True,Wednesday,0
4,2,False,False,Wednesday,106
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
4,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
13,2,False,False,Wednesday,91
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
4,2,False,True,Wednesday,0
13,2,False,False,Wednesday,0
4,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,True,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
6,2,True,False,Wednesday,0
13,2,False,False,Wednesday,0
6,2,False,True,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
6,2,False,True,Wednesday,0
6,2,False,False,Wednesday,113
6,2,False,True,Wednesday,0
13,2,False,False,Wednesday,114
6,2,True,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,209
6,2,False,True,Wednesday,0
6,2,False,True,Wednesday,0
12,2,False,False,Wednesday,1
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,16
6,2,False,False,Wednesday,218
13,2,False,True,Wednesday,0
12,2,False,False,Wednesday,66
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
6,2,False,False,Wednesday,0
6,2,False,False,Wednesday,0
12,2,False,True,Wednesday,0
6,2,False,False,Wednesday,0
12,2,False,False,Wednesday,80
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,100
13,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,17
13,2,True,False,Wednesday,125
4,2,False,False,Wednesday,172
13,2,True,False,Wednesday,54
6,2,False,False,Wednesday,0
13,2,True,False,Wednesday,0
4,2,False,True,Wednesday,0
4,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
6,2,False,False,Wednesday,44
13,2,True,False,Wednesday,0
6,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,False,Wednesday,0
4,2,False,True,Wednesday,0
6,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
6,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
13,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,90
13,2,False,False,Wednesday,0
13,2,False,False,Wednesday,65
13,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,64
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
6,2,False,True,Wednesday,0
12,2,False,False,Wednesday,121
12,2,False,False,Wednesday,0
6,2,False,False,Wednesday,0
6,2,False,False,Wednesday,0
6,2,False,False,Wednesday,0
13,2,False,True,Wednesday,0
6,2,True,False,Wednesday,136
14,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
6,2,True,False,Wednesday,0
6,2,True,False,Wednesday,0
13,2,False,False,Wednesday,105
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
13,2,False,False,Wednesday,0
6,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
6,2,False,True,Wednesday,0
12,2,False,False,Wednesday,0
12,2,True,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
12,2,False,False,Wednesday,0
10,3,False,False,Monday,0
10,3,False,False,Wednesday,0
10,3,True,False,Wednesday,6
10,3,False,False,Wednesday,0
10,3,False,False,Friday,0
10,3,False,False,Thursday,0
9,3,False,True,Monday,0
9,3,True,False,Monday,0
10,3,False,True,Thursday,0
9,3,False,False,Thursday,0
9,3,True,False,Tuesday,0
9,3,True,False,Tuesday,0
9,3,False,False,Thursday,0
9,3,True,False,Thursday,0
10,3,False,False,Monday,0
9,3,True,False,Monday,0
9,3,False,False,Thursday,0
9,3,False,False,Wednesday,0
9,3,False,False,Monday,0
10,3,False,True,Thursday,0
10,3,False,True,Thursday,0
10,3,False,False,Friday,0
10,3,False,False,Friday,0
10,3,False,False,Friday,0
10,3,False,False,Friday,0
10,3,False,False,Friday,0
10,3,False,False,Wednesday,0
10,3,True,False,Tuesday,0
10,3,False,False,Monday,0
10,3,False,False,Monday,46
10,3,False,False,Monday,0
10,3,False,False,Monday,0
10,3,False,False,Thursday,0
10,3,False,False,Wednesday,0
10,3,False,False,Wednesday,0
10,3,False,False,Friday,0
10,3,False,False,Friday,0
10,3,False,False,Wednesday,0
10,3,False,False,Wednesday,103
10,3,False,False,Wednesday,0
10,3,False,False,Tuesday,50
10,3,False,False,Tuesday,0
10,3,False,False,Tuesday,0
10,3,False,False,Saturday,0
10,3,False,False,Saturday,0
10,3,False,False,Thursday,0
10,3,False,False,Tuesday,0
10,3,False,False,Monday,0
10,3,False,False,Saturday,277
10,3,False,False,Wednesday,0
1,3,False,False,Tuesday,0
10,3,False,False,Friday,0
10,3,False,False,Tuesday,0
10,3,False,False,Wednesday,790
10,3,False,False,Tuesday,0
10,3,False,True,Monday,0
10,3,False,False,Thursday,0
10,3,False,False,Thursday,0
10,3,False,False,Monday,0
10,3,False,False,Tuesday,59
10,3,False,False,Wednesday,0
10,3,False,False,Tuesday,0
10,3,False,False,Friday,235
10,3,False,False,Monday,0
10,3,False,False,Friday,0
10,3,False,False,Wednesday,0
10,3,False,False,Monday,206
10,3,False,False,Friday,0
10,3,False,False,Tuesday,0
10,3,False,False,Wednesday,0
10,3,False,False,Tuesday,0
10,3,False,False,Monday,0
10,3,False,False,Wednesday,0
10,3,False,False,Tuesday,0
10,3,False,False,Monday,0
10,3,False,False,Friday,0
10,3,False,False,Thursday,0
10,3,False,True,Wednesday,0
10,3,False,True,Wednesday,0
10,3,False,False,Tuesday,0
10,3,True,False,Monday,108
10,3,False,False,Friday,0
10,3,False,False,Wednesday,0
10,3,False,False,Tuesday,0
10,3,False,False,Monday,0
10,3,False,False,Friday,0
10,3,False,False,Thursday,117
10,3,False,False,Wednesday,0
10,3,False,False,Tuesday,0
10,3,False,False,Monday,0
12,3,False,False,Friday,0
10,3,False,False,Friday,0
10,3,False,False,Thursday,0
10,3,False,False,Tuesday,0
10,3,False,False,Friday,0
10,3,False,False,Thursday,114
10,3,False,True,Monday,0
10,3,False,False,Friday,76
10,3,False,False,Thursday,0
12,3,False,False,Wednesday,0
10,3,False,True,Tuesday,0
10,3,False,False,Monday,0
10,3,False,False,Friday,0
12,3,False,True,Thursday,0
10,3,False,False,Wednesday,0
10,3,False,True,Tuesday,0
12,3,False,False,Monday,6
12,3,False,False,Friday,0
10,3,False,False,Thursday,174
4,3,False,False,Tuesday,0
10,3,False,True,Friday,0
10,3,False,False,Thursday,111
4,3,False,False,Tuesday,0
13,3,False,False,Thursday,0
13,3,False,False,Wednesday,0
13,3,False,False,Friday,0
13,3,False,False,Thursday,0
13,3,False,True,Wednesday,0
12,3,False,False,Thursday,0
12,3,False,False,Thursday,0
12,3,False,False,Wednesday,0
12,3,False,False,Thursday,0
12,3,False,False,Thursday,148
1,3,False,False,Monday,23
1,3,False,False,Friday,18
1,3,False,False,Wednesday,0
1,3,False,False,Tuesday,0
1,4,False,False,Tuesday,0
1,4,True,False,Monday,0
1,4,False,False,Thursday,0
1,4,False,False,Wednesday,0
1,4,False,False,Monday,0
3,4,False,False,Monday,0
1,4,False,False,Monday,0
3,4,False,True,Monday,0
3,4,False,False,Monday,0
3,4,True,False,Monday,0
3,4,False,False,Tuesday,0
3,4,False,False,Monday,0
3,4,False,False,Monday,0
3,4,False,True,Monday,0
1,4,False,False,Wednesday,0
1,4,False,False,Tuesday,0
3,4,False,False,Monday,0
3,4,False,True,Thursday,0
15,4,False,False,Tuesday,0
3,4,False,True,Monday,0
15,4,False,False,Thursday,0
15,4,False,False,Thursday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Tuesday,0
15,4,False,False,Monday,0
15,4,False,False,Friday,0
15,4,False,False,Thursday,0
15,4,False,False,Wednesday,0
1,4,False,False,Tuesday,0
15,4,False,False,Monday,126
1,4,False,False,Friday,0
1,4,False,False,Thursday,0
15,4,False,False,Thursday,0
15,4,False,False,Thursday,0
15,4,False,False,Monday,0
15,4,False,False,Monday,0
15,4,False,False,Monday,0
15,4,False,False,Monday,0
1,4,False,False,Monday,0
15,4,False,False,Friday,0
15,4,False,False,Thursday,0
1,4,False,True,Friday,0
15,4,False,False,Wednesday,0
15,4,False,False,Tuesday,0
1,4,False,False,Tuesday,0
1,4,False,False,Thursday,0
15,4,False,False,Tuesday,0
1,4,False,False,Tuesday,0
10,4,False,True,Wednesday,0
1,4,False,False,Tuesday,0
10,4,False,False,Tuesday,0
10,4,False,False,Tuesday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Wednesday,0
1,4,False,False,Tuesday,0
15,4,True,False,Tuesday,0
15,4,False,False,Monday,0
1,4,False,False,Monday,0
15,4,False,False,Monday,0
1,4,False,False,Monday,0
10,4,False,False,Wednesday,0
10,4,False,False,Tuesday,0
10,4,False,False,Monday,0
10,4,False,False,Friday,0
10,4,False,False,Friday,0
15,4,False,False,Wednesday,0
15,4,False,False,Tuesday,0
10,4,True,False,Tuesday,0
1,4,False,False,Tuesday,0
10,4,False,True,Friday,0
15,4,False,False,Thursday,107
10,4,False,False,Wednesday,0
10,4,False,False,Tuesday,0
1,4,False,False,Monday,0
1,4,False,True,Friday,0
1,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Wednesday,0
1,4,False,False,Tuesday,0
15,4,False,False,Tuesday,0
15,4,False,False,Friday,0
1,4,False,False,Monday,0
1,4,False,False,Friday,0
1,4,False,False,Tuesday,0
1,4,False,False,Tuesday,40
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Tuesday,0
1,4,False,False,Thursday,0
1,4,False,False,Wednesday,0
15,4,False,False,Monday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
15,4,False,True,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,39
1,4,False,False,Friday,0
1,4,False,True,Friday,0
15,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,10
15,4,False,False,Friday,111
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
1,4,False,True,Friday,0
15,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,False,False,Friday,0
1,4,True,False,Friday,0
15,4,False,False,Friday,0
1,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
1,4,False,False,Friday,0
15,4,False,False,Friday,109
15,4,False,False,Friday,0
15,4,True,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
1,4,False,False,Friday,0
15,4,False,False,Friday,111
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
15,4,False,False,Friday,0
1,4,False,False,Friday,33
1,5,False,False,Friday,0
1,5,False,False,Monday,0
1,5,False,False,Friday,0
1,5,False,False,Monday,0
1,5,False,False,Monday,0
1,5,False,False,Monday,0
1,5,False,False,Monday,0
1,5,False,False,Monday,0
1,5,False,False,Monday,0
15,5,False,False,Monday,0
15,5,False,False,Monday,0
15,5,False,False,Thursday,0
15,5,False,False,Thursday,0
1,5,True,False,Thursday,0
1,5,True,False,Thursday,0
1,5,True,False,Thursday,0
1,5,False,False,Thursday,0
1,5,True,False,Thursday,0
15,5,False,False,Tuesday,0
1,5,False,False,Thursday,0
1,5,False,False,Thursday,0
1,5,False,False,Thursday,0
15,5,False,False,Wednesday,0
1,5,False,False,Wednesday,0
15,5,False,True,Wednesday,0
1,5,False,False,Wednesday,0
1,5,False,False,Thursday,0
1,5,False,True,Thursday,0
1,5,False,False,Monday,0
1,5,False,False,Friday,0
1,5,False,False,Friday,0
1,5,True,False,Friday,0
10,5,False,False,Wednesday,0
1,5,False,False,Wednesday,0
1,5,False,False,Friday,0
1,5,False,True,Thursday,0
15,5,False,False,Friday,0
15,5,False,False,Friday,0
1,5,False,True,Friday,0
15,5,False,False,Monday,0
15,5,False,False,Monday,0
1,5,False,False,Thursday,0
1,5,False,False,Thursday,0
15,5,False,False,Tuesday,0
1,5,False,False,Tuesday,0
1,5,False,False,Tuesday,0
15,5,False,False,Thursday,0
1,5,False,False,Wednesday,0
1,5,False,False,Wednesday,0
1,5,False,False,Monday,31
1,5,False,True,Friday,0
15,5,False,False,Thursday,0
10,5,False,False,Thursday,92
1,5,False,False,Thursday,0
1,5,False,False,Thursday,0
10,5,False,False,Friday,0
10,5,False,False,Monday,0
10,5,False,False,Monday,0
1,5,False,False,Tuesday,0
10,5,False,False,Tuesday,0
1,5,False,False,Thursday,0
10,5,False,False,Thursday,0
1,5,False,False,Thursday,0
10,5,False,False,Thursday,0
10,5,False,False,Thursday,39
10,5,False,False,Thursday,0
10,5,False,False,Thursday,0
10,5,False,False,Thursday,26
10,5,False,False,Wednesday,0
10,5,False,False,Tuesday,0
10,5,False,False,Tuesday,0
10,5,False,False,Friday,0
10,5,False,False,Thursday,0
10,5,True,False,Wednesday,0
10,5,False,False,Tuesday,0
1,5,False,False,Tuesday,0
10,6,True,False,Tuesday,0
10,6,True,False,Tuesday,0
10,6,True,True,Monday,0
10,6,False,False,Friday,0
10,6,True,False,Monday,0
10,6,False,True,Thursday,0
10,6,False,False,Wednesday,0
3,6,False,True,Tuesday,0
3,6,False,True,Monday,0
3,6,False,False,Friday,44
10,6,False,False,Friday,21
10,6,False,False,Thursday,21
10,6,False,False,Wednesday,121
10,6,True,False,Tuesday,0
10,6,True,False,Tuesday,0
10,6,True,False,Tuesday,0
10,6,False,False,Tuesday,0
10,6,False,False,Wednesday,29
10,6,False,False,Monday,0
3,6,False,False,Saturday,0
10,6,True,False,Friday,0
10,6,False,False,Thursday,27
10,6,False,False,Wednesday,0
10,6,False,False,Wednesday,0
16,6,True,True,Wednesday,0
16,6,False,True,Wednesday,0
16,6,False,False,Wednesday,0
16,6,False,False,Wednesday,108
16,6,False,False,Wednesday,0
16,6,False,False,Thursday,0
16,6,False,False,Wednesday,462
10,6,False,False,Wednesday,0
16,6,False,True,Friday,0
16,6,False,False,Wednesday,0
16,6,False,False,Tuesday,116
16,6,False,False,Friday,0
16,6,False,False,Friday,284
16,6,False,False,Friday,193
16,6,False,False,Tuesday,0
16,6,False,True,Tuesday,0
16,6,False,False,Wednesday,0
16,6,False,False,Tuesday,125
16,6,False,False,Monday,0
16,6,False,False,Monday,0
16,6,False,False,Monday,0
16,6,False,False,Monday,100
16,6,False,False,Monday,100
10,6,True,False,Monday,0
16,6,False,True,Friday,0
16,6,False,False,Thursday,0
16,6,False,False,Wednesday,120
16,6,False,False,Tuesday,0
16,6,False,False,Monday,32
16,6,False,False,Monday,0
10,6,False,False,Monday,0
16,6,False,True,Monday,0
16,6,False,False,Monday,0
16,6,False,False,Wednesday,274
16,6,False,False,Tuesday,105
16,6,False,False,Monday,111
16,6,False,False,Friday,118
16,6,False,True,Wednesday,0
16,6,False,False,Wednesday,0
16,6,False,True,Friday,0
16,6,False,False,Friday,147
10,6,False,False,Friday,0
10,6,False,True,Thursday,0
16,6,True,False,Wednesday,198
10,6,False,False,Friday,0
10,6,False,False,Friday,0
10,6,False,False,Friday,0
10,6,False,False,Tuesday,0
1,6,False,False,Saturday,0
1,6,False,False,Friday,0
10,6,False,False,Thursday,0
10,6,False,False,Wednesday,0
10,6,False,False,Wednesday,0
10,6,False,False,Tuesday,0
10,6,False,False,Thursday,0
10,6,False,False,Thursday,0
10,6,False,False,Tuesday,464
10,6,False,False,Tuesday,0
10,6,False,False,Thursday,150
10,6,False,False,Monday,0
10,6,False,False,Friday,679
10,6,False,False,Wednesday,0
10,6,False,False,Tuesday,0
10,6,False,False,Wednesday,0
10,6,False,False,Monday,0
10,6,False,False,Wednesday,0
12,6,False,False,Friday,0
12,6,False,False,Thursday,0
12,6,True,False,Wednesday,0
12,6,True,False,Tuesday,0
12,6,False,False,Monday,0
12,6,True,False,Thursday,38
10,6,False,False,Wednesday,0
10,6,False,False,Tuesday,0
10,6,False,False,Monday,0
10,6,False,False,Friday,0
6,6,False,False,Friday,0
10,6,False,False,Friday,118
10,6,False,False,Friday,0
10,6,False,False,Friday,0
12,6,False,False,Friday,0
6,6,False,True,Friday,0
10,6,False,False,Friday,0
12,6,False,True,Friday,0
10,6,False,True,Friday,0
10,6,False,False,Friday,0
10,6,False,False,Friday,0
10,6,False,True,Friday,0
10,6,False,False,Friday,0
10,6,False,True,Friday,0
10,6,False,True,Friday,0
6,6,False,False,Friday,27
10,6,False,False,Friday,0
10,6,False,False,Friday,0
12,6,False,True,Friday,0
10,6,False,False,Friday,0
6,6,False,True,Friday,0
10,6,False,True,Friday,0
12,6,False,True,Friday,0
6,6,False,True,Friday,0
12,6,False,True,Friday,0
10,6,False,True,Friday,0
10,6,False,False,Friday,0
12,6,False,False,Friday,0
10,6,False,False,Friday,0
10,6,False,False,Friday,0
10,6,False,True,Friday,0
10,6,False,False,Friday,0
10,6,False,False,Friday,0
6,6,False,True,Friday,0
10,6,False,True,Friday,0
10,6,False,False,Friday,0
10,6,False,False,Friday,0
10,6,False,False,Friday,0
10,6,False,True,Friday,0
10,6,False,False,Friday,0
12,6,False,False,Friday,0
12,6,False,True,Friday,0
10,6,False,False,Friday,0
